card_seq,player_id,card_set_id,number,position,name,card_source,parse_status,throwing_hand,batting_hand,is_pitcher,card_type,speed,bunt,steal_start,steal_end,injury_rate,is_relief_only,starter_stamina,relief_stamina,batting_style_id,pitching_style_id,is_closer,unique_traits,injury_traits,biorhythm_period,biorhythm_date_ranges,batting_table,pitching_table,card_label,irc_macro_name,irc_display_name,variant,base_player_name
98,,,4,内野手,星熊 勇儀,2025THBIG,ok,right,left,false,batter,2,1,1,1,5,false,,,,,false,,,,,"[[""HR8"", ""HR9"", ""H9"", ""H8"", ""H9""], [""HR8"", ""2H8"", ""K/H8"", ""H9"", ""G4f""], [""HR9"", ""2H9"", ""2B"", ""G4a"", ""G5D""], [""HR9"", ""H7"", ""SS"", ""G5a"", ""G6a""], [""HR9"", ""H8a"", ""CF"", ""G6f"", ""F8a""], [""2H8"", ""H8"", ""G1D"", ""F7"", ""F9""], [""2H9a"", ""H9a"", ""G3a"", ""F9a"", ""PO""], [""2H9"", ""H9"", ""G4D"", ""F9"", ""K""], [""H7/2H7"", ""LF"", ""G5f"", ""PO"", ""K""], [""H7"", ""CF"", ""G6a"", ""BB"", ""K""], [""H8a"", ""RF"", ""F7a"", ""BB"", ""K""], [""H8"", ""G3f"", ""F8a"", ""BB"", ""K""], [""H9a"", ""G4D"", ""F8"", ""BB"", ""K""], [""H9"", ""G6D"", ""F9a"", ""BB"", ""K""], [""H9"", ""F7"", ""F9"", ""BB"", ""K""], [""F9/H9"", ""F8a"", ""F9"", ""BB"", ""K""], [""1B"", ""F9a"", ""PO"", ""K/BB"", ""K""], [""RF"", ""F9"", ""PO"", ""DB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,4,,,
99,,,56,内野手,夢月,2025THBIG,ok,right,left,false,batter,3,3,6,12,3,false,,,,,false,,,,,"[[""2H9/HR9"", ""2H7"", ""G6a/H7"", ""H7"", ""H9""], [""3H7"", ""H7a"", ""1B"", ""G3a"", ""G3a""], [""2H7"", ""H7"", ""2B"", ""G4f"", ""G4f""], [""2H8"", ""H8a"", ""SS"", ""G5a"", ""G5f""], [""H7a"", ""H8"", ""G1a"", ""G6a"", ""G5a""], [""H7"", ""H9"", ""G3f"", ""F9"", ""G6f""], [""H7"", ""F9/H9"", ""G4f"", ""PO"", ""G6a""], [""H7"", ""LF"", ""G4a"", ""BB"", ""F7a""], [""H8a"", ""CF"", ""G5f"", ""BB"", ""PO""], [""H8"", ""RF"", ""G5a"", ""BB"", ""PO""], [""H8"", ""G3f"", ""G6D"", ""BB"", ""PO""], [""H9a"", ""G4a"", ""G6f"", ""BB"", ""K""], [""H9"", ""G5f"", ""G6a"", ""BB"", ""K""], [""H9"", ""G6f"", ""F7a"", ""BB"", ""K""], [""G5a/H7"", ""G6a"", ""F7"", ""BB"", ""K""], [""2B"", ""F7"", ""F8"", ""BB"", ""K""], [""SS"", ""F8a"", ""F9a"", ""BB"", ""K""], [""G6a"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,56,,,
100,,,04,内野手,寅丸 星,2025THBIG,ok,right,left,false,batter,4,1,5,14,5,false,,,,,false,,,,,"[[""HR9"", ""HR9"", ""G4f/H8"", ""H8"", ""IH4""], [""HR9"", ""2H7"", ""P"", ""H9"", ""G3f""], [""HR9"", ""H7"", ""2B"", ""G1D"", ""G4D""], [""3H9/HR9"", ""H8"", ""RF"", ""G3D"", ""G4a""], [""2H8a"", ""H9a"", ""G1D"", ""G3a"", ""G5D""], [""2H9"", ""H9"", ""G1a"", ""G4D"", ""G6a""], [""H7a"", ""G4a/H8"", ""G3D"", ""G4f"", ""F7""], [""H7"", ""LF"", ""G3f"", ""G5D"", ""F9a""], [""H8a"", ""CF"", ""G4D"", ""G6f"", ""PO""], [""H8"", ""RF"", ""G4a"", ""F8a"", ""PO""], [""H9a"", ""G3a"", ""G5D"", ""F9"", ""K""], [""H9"", ""G4D"", ""G5f"", ""PO"", ""K""], [""H9"", ""G4f"", ""G6D"", ""PO"", ""K""], [""1B"", ""G5D"", ""F7a"", ""BB"", ""K""], [""2B"", ""G5a"", ""F8"", ""BB"", ""K""], [""G4D"", ""G6D"", ""F9"", ""BB"", ""K""], [""G6a"", ""F9a"", ""PO"", ""BB"", ""K""], [""F9"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,04,,,
101,,,65,内野手,幻月,2025THBIG,ok,right,right,false,batter,3,2,6,12,3,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H7/G6D"", ""H7"", ""H7""], [""HR7"", ""2H8"", ""2B"", ""H8"", ""G1D""], [""HR7"", ""H7a"", ""SS"", ""IH6"", ""G3f""], [""HR8"", ""H7"", ""LF"", ""G3D"", ""G4D""], [""2H7a"", ""H7"", ""G1D"", ""G4a"", ""G4a""], [""2H7"", ""H8"", ""G3D"", ""G5D"", ""G5D""], [""2H9"", ""H9a"", ""G4D"", ""G5f"", ""G6f""], [""H7a"", ""LF"", ""G4f"", ""G6D"", ""F7""], [""H7"", ""CF"", ""G5D"", ""G6a"", ""F9""], [""H7"", ""RF"", ""G5a"", ""F7a"", ""PO""], [""H8a"", ""G4a"", ""G6f"", ""F8"", ""PO""], [""H8"", ""G5D"", ""F7a"", ""F9"", ""PO""], [""H9"", ""G5f"", ""F7"", ""PO"", ""K""], [""3B"", ""G6D"", ""F8a"", ""PO"", ""K""], [""SS"", ""G6D"", ""F9"", ""PO"", ""K""], [""G4D"", ""F7a"", ""PO"", ""BB"", ""K""], [""G5D"", ""F8"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,65,,,
102,,,72,内野手,ナズーリン,2025THBIG,ok,right,switch,false,batter,4,9,7,15,2,false,,,,,false,,,,,"[[""3H9"", ""H7"", ""IH6/G6D"", ""G3D"", ""IH6""], [""2H8"", ""H8a"", ""P"", ""G4f"", ""G3f""], [""H7"", ""H9"", ""2B"", ""G5a"", ""G4f""], [""H8a"", ""IH1"", ""SS"", ""G6f"", ""G4a""], [""H8"", ""2B"", ""G1a"", ""G6a"", ""G5f""], [""H8"", ""SS"", ""G3a"", ""F7a"", ""G6D""], [""H9a"", ""CF"", ""G4D"", ""F8"", ""G6f""], [""H9"", ""G1f"", ""G4f"", ""PO"", ""F8a""], [""IH4/G4f"", ""G3a"", ""G5f"", ""PO/BB"", ""F9""], [""1B"", ""G4f"", ""G5a"", ""BB"", ""PO""], [""SS"", ""G4a"", ""G6D"", ""BB"", ""PO""], [""G1a"", ""G5f"", ""G6f"", ""BB"", ""K""], [""G3f"", ""G6D"", ""G6a"", ""BB"", ""K""], [""G4D"", ""G6f"", ""F7"", ""BB"", ""K""], [""G5a"", ""G6a"", ""F8a"", ""BB"", ""K""], [""G6f"", ""F7"", ""F9"", ""BB"", ""K""], [""F8a"", ""F8"", ""PO"", ""BB"", ""K""], [""F9"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,72,,,
103,,,83,内野手,鬼人 正邪,2025THBIG,ok,left,left,false,batter,1,1,1,1,4,false,,,,,false,"※対左
※左投手相手
なら1
右投手相手
なら5",,,,"[[""UP"", ""UP"", ""UP"", ""UP"", ""UP""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""G4D"", ""PO"", ""PO"", ""BB"", ""K""], [""SS"", ""F9a"", ""PO"", ""BB"", ""K""], [""2B"", ""F8"", ""PO"", ""BB"", ""K""], [""H9/K"", ""G6D"", ""PO"", ""BB"", ""K""], [""H9"", ""G5f"", ""F9"", ""BB"", ""K""], [""H9"", ""G4D"", ""F9a"", ""BB"", ""K""], [""H9a"", ""G3a"", ""F8a"", ""BB"", ""K""], [""H8"", ""RF"", ""F7"", ""BB"", ""K""], [""H8"", ""CF"", ""G6a"", ""BB"", ""K""], [""H8a"", ""LF"", ""G6D"", ""PO"", ""K""], [""H7"", ""H9"", ""G5D"", ""F9"", ""K""], [""H7"", ""H9a"", ""G4a"", ""F7a"", ""K""], [""H7a"", ""H8"", ""G1D"", ""G6D"", ""K""], [""HR7/2H7"", ""H8a"", ""RF"", ""G5a"", ""K""], [""HR9"", ""H7"", ""2B"", ""G4f"", ""G6D""], [""HR9"", ""2H9"", ""P"", ""G3D"", ""G4D""], [""HR8"", ""HR9"", ""H8/G4D"", ""H8"", ""H9""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,83,,,
104,,,25,外野手,火焔猫 燐,2025THBIG,ok,right,right,false,batter,5,5,11,15,4,false,,,,,false,,,,,"[[""HR7"", ""H7a"", ""H9/G3D"", ""G4D"", ""IH5""], [""HR7/2H7"", ""H7"", ""P"", ""G6f"", ""G3D""], [""3H8"", ""H8a"", ""2B"", ""F7"", ""G5a""], [""2H8"", ""H8"", ""SS"", ""PO"", ""F7a""], [""H7a"", ""H9"", ""G1f"", ""PO"", ""PO""], [""H7"", ""IH6"", ""G3a"", ""BB"", ""PO""], [""H7"", ""H9/PO"", ""G4f"", ""BB"", ""K""], [""H8a"", ""LF"", ""G4a"", ""BB"", ""K""], [""H8"", ""CF"", ""G5f"", ""BB"", ""K""], [""H8"", ""RF"", ""G6D"", ""BB"", ""K""], [""H9a"", ""G1a"", ""G6f"", ""BB"", ""K""], [""H9"", ""G3f"", ""G6a"", ""BB"", ""K""], [""H8/F8"", ""G4D"", ""F7a"", ""BB"", ""K""], [""3B"", ""G6a"", ""F8"", ""BB"", ""K""], [""SS"", ""F7"", ""F9"", ""BB"", ""K""], [""G4a"", ""F8a"", ""PO"", ""BB"", ""K""], [""G6f"", ""F9"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB/K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,25,,,
105,,,88,外野手,二ッ岩 マミゾウ,2025THBIG,ok,right,right,false,batter,2,7,2,7,3,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H8/G6D"", ""H7"", ""H8""], [""HR7"", ""2H9"", ""P"", ""G3a"", ""G5f""], [""HR7"", ""H7a"", ""2B"", ""G4D"", ""G6f""], [""HR8"", ""H7"", ""LF"", ""G5f"", ""PO""], [""HR9/H9a"", ""H8a"", ""G1f"", ""G6D"", ""K""], [""2H7"", ""H9"", ""G3D"", ""F7a"", ""K""], [""2H8"", ""H7/G5f"", ""G4D"", ""F9"", ""K""], [""H7a"", ""LF"", ""G4a"", ""PO"", ""K""], [""H7"", ""CF"", ""G5D"", ""BB"", ""K""], [""H8a"", ""RF"", ""G5f"", ""BB"", ""K""], [""H8"", ""G4D"", ""G6D"", ""BB"", ""K""], [""H9a"", ""G5a"", ""F7a"", ""BB"", ""K""], [""H9"", ""G6f"", ""F7"", ""BB"", ""K""], [""3B"", ""F7a"", ""F8a"", ""BB"", ""K""], [""SS"", ""F8"", ""F9"", ""BB"", ""K""], [""G5f"", ""F9"", ""PO"", ""BB"", ""K""], [""G6f"", ""PO"", ""PO"", ""BB"", ""K""], [""F7"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,88,,,
106,,,90,外野手,霊烏路 空,2025THBIG,ok,left,left,false,batter,3,1,4,12,4,false,,,,,false,,,,,"[[""HR7"", ""HR8"", ""G6f/H8"", ""H9"", ""H8""], [""HR7"", ""HR9"", ""P"", ""G3f"", ""G3a""], [""HR8"", ""2H9"", ""SS"", ""G4D"", ""G4f""], [""HR9"", ""H7"", ""RF"", ""G6a"", ""G5a""], [""3H9/HR9"", ""H8a"", ""G1f"", ""F8a"", ""G6D""], [""2H7a"", ""H9"", ""G3a"", ""F9"", ""F8""], [""2H8"", ""LF"", ""G4f"", ""PO"", ""F9a""], [""H7a"", ""CF"", ""G4a"", ""PO/BB"", ""PO""], [""H8a"", ""RF"", ""G5D"", ""BB"", ""K""], [""H8"", ""G1a"", ""G5f"", ""BB"", ""K""], [""H9a"", ""G3f"", ""G6D"", ""BB"", ""K""], [""H9"", ""G4D"", ""G6a"", ""BB"", ""K""], [""2B"", ""G5a"", ""F7"", ""BB"", ""K""], [""SS"", ""G6f"", ""F8a"", ""BB"", ""K""], [""G3D"", ""F7a"", ""F9a"", ""BB"", ""K""], [""G4f"", ""F8"", ""F9"", ""BB"", ""K""], [""G6a"", ""F9"", ""PO"", ""BB"", ""K""], [""F9a"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,90,,,
107,,,96,外野手,黒谷 ヤマメ,2025THBIG,ok,left,left,false,batter,2,5,1,1,2,false,,,,,false,,,,,"[[""2H7"", ""H7a"", ""K/H7"", ""H8"", ""H7""], [""2H8"", ""H7"", ""P"", ""G1D"", ""G4D""], [""H7a"", ""H8a"", ""2B"", ""G3a"", ""K""], [""H7"", ""H8"", ""SS"", ""G4f"", ""K""], [""H7"", ""H9a"", ""G1a"", ""G5D"", ""K""], [""H8a"", ""H9"", ""G3f"", ""G6f"", ""K""], [""H8"", ""LF"", ""G4D"", ""F7a"", ""K""], [""H8"", ""CF"", ""G4a"", ""F8"", ""K""], [""H9a"", ""RF"", ""G5f"", ""PO"", ""K""], [""H9"", ""G1f"", ""G5a"", ""PO"", ""K""], [""H9"", ""G4a"", ""G6D"", ""BB"", ""K""], [""G6f/H7"", ""G6D"", ""F8"", ""BB"", ""K""], [""G6a/H7"", ""F7"", ""F9a"", ""BB"", ""K""], [""2B"", ""F8a"", ""PO"", ""BB"", ""K""], [""3B"", ""F9"", ""PO"", ""BB"", ""K""], [""F7a"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""K"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,96,,,
108,,,150,外野手,饕餮 尤魔,2025THBIG,ok,right,left,false,batter,1,1,1,1,4,false,,,,,false,,,,,"[[""HR7"", ""HR9"", ""G4a/IH4"", ""H8"", ""H9""], [""HR8"", ""2H9"", ""1B"", ""G3f"", ""G4f""], [""HR9"", ""H7"", ""SS"", ""G4D"", ""G5a""], [""HR9"", ""H8a"", ""CF"", ""G4a"", ""G6D""], [""2H7a"", ""H8"", ""G1D"", ""F8"", ""F7""], [""2H8"", ""H9a"", ""G3D"", ""F9a"", ""F8a""], [""2H9"", ""H9"", ""G3a"", ""PO"", ""F9""], [""H7a"", ""LF"", ""G4D"", ""PO/BB"", ""PO""], [""H7"", ""CF"", ""G5a"", ""BB"", ""K""], [""H8"", ""RF"", ""G6f"", ""BB"", ""K""], [""H8"", ""G3f"", ""F7"", ""BB"", ""K""], [""H9a"", ""G4a"", ""F8a"", ""BB"", ""K""], [""H9"", ""G6D"", ""F8"", ""BB"", ""K""], [""2B"", ""F7a"", ""F9a"", ""BB"", ""K""], [""SS"", ""F8"", ""F9"", ""DB"", ""K""], [""G3D"", ""F9a"", ""PO"", ""DB"", ""K""], [""G4a"", ""PO"", ""PO"", ""DB"", ""K""], [""F8a"", ""PO"", ""PO"", ""DB"", ""K""], [""PO"", ""K"", ""K"", ""DB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,150,,,
109,,,66,投手,魅魔,2025THBIG,ok,right,right,true,pitcher,1,5,1,1,5,false,7,,,,false,,,,,"[[""2H7"", ""H7a"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""2H9"", ""H9a"", ""3B"", ""G3D""], [""H7"", ""2B"", ""G1a"", ""G4f""], [""H8a"", ""LF"", ""G3D"", ""G5a""], [""H9"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""2*"", ""2*"", ""2"", ""2P5"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""4"", ""4"", ""4"", ""5"", ""5"", ""5"", ""5"", ""5""]",,66,,,
110,,,78,投手,ユキ,2025THBIG,ok,left,left,true,pitcher,1,2,1,1,1,false,5,1,,,false,,,,,"[[""2H8"", ""H8"", ""2B"", ""H7""], [""2H9"", ""H9"", ""3B"", ""G1f""], [""H7"", ""G6f/H8a"", ""SS"", ""G3D""], [""H8a"", ""1B"", ""G1D"", ""G4D""], [""H9"", ""2B"", ""G3D"", ""G5a""], [""G6D/H8"", ""LF"", ""G4f"", ""G6D""], [""1B"", ""G1a"", ""G4a"", ""F7a""], [""SS"", ""G3D"", ""G5a"", ""F8""], [""G3D"", ""G3f"", ""G6D"", ""F9a""], [""G3a"", ""G4D"", ""G6f"", ""PO""], [""G4f"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8a"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1"", ""1"", ""3/1"", ""2*"", ""2*"", ""2"", ""2"", ""3*"", ""3*"", ""4"", ""4"", ""4"", ""4"", ""5"", ""5"", ""5"", ""5""]",,78,,,
111,,,87,投手,マイ,2025THBIG,ok,right,right,true,pitcher,1,3,1,1,2,false,5,1,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1/2"", ""2*"", ""2*"", ""2"", ""2"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""4"", ""4"", ""4"", ""4"", ""5"", ""5"", ""5""]",,87,,,
112,,,94,投手,朝倉 理香子,2025THBIG,ok,right,right,true,pitcher,1,5,1,1,4,false,6,,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1/3"", ""2*"", ""2*"", ""2"", ""2"", ""2"", ""2"", ""2/3"", ""2P3"", ""3*"", ""3*"", ""3"", ""4"", ""4"", ""4"", ""4"", ""5"", ""5"", ""5""]",,94,,,
113,,,97,投手,サリエル,2025THBIG,ok,left,left,true,pitcher,2,7,1,1,4,false,6,1,,,false,,,,,"[[""2H8"", ""H8"", ""2B"", ""H7""], [""2H9"", ""H9"", ""3B"", ""G1f""], [""H7"", ""G6f/H8a"", ""SS"", ""G3D""], [""H8a"", ""1B"", ""G1D"", ""G4D""], [""H9"", ""2B"", ""G3D"", ""G5a""], [""G6D/H8"", ""LF"", ""G4f"", ""G6D""], [""1B"", ""G1a"", ""G4a"", ""F7a""], [""SS"", ""G3D"", ""G5a"", ""F8""], [""G3D"", ""G3f"", ""G6D"", ""F9a""], [""G3a"", ""G4D"", ""G6f"", ""PO""], [""G4f"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8a"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1"", ""3/1"", ""2*"", ""3*"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""4"", ""4"", ""4"", ""5"", ""5"", ""5"", ""5"", ""5""]",,97,,,
114,,,118,投手,玉造 魅須丸,2025THBIG,ok,right,switch,true,pitcher,2,9,1,1,5,false,7,,,,false,,,,,"[[""HR7"", ""2H8"", ""H8/K"", ""H9""], [""3H8"", ""H7a"", ""P"", ""G1D""], [""2H7"", ""H7"", ""1B"", ""G3D""], [""2H8"", ""H8"", ""3B"", ""G4f""], [""2H8/H8a"", ""H9a"", ""G1a"", ""G5a""], [""H7a"", ""G4a/H8a"", ""G3D"", ""G6D""], [""H8"", ""LF"", ""G4D"", ""F7""], [""H9"", ""CF"", ""G5a"", ""F8a""], [""G4D/H8"", ""RF"", ""G6D"", ""F9""], [""2B"", ""G3a"", ""G6f"", ""PO""], [""SS"", ""G4f"", ""F7a"", ""BB""], [""G3f"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""2*"", ""2"", ""2"", ""2"", ""2P3"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""3"", ""4"", ""4"", ""4"", ""5"", ""5"", ""5""]",,118,,,
115,,,07,投手,神綺,2025THBIG,ok,right,right,true,pitcher,1,1,1,1,5,true,,1,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1P2"", ""2*"", ""2"", ""2"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""3"", ""4/3"", ""4"", ""4"", ""5"", ""5"", ""5"", ""5""]",,07,,,
116,,,68,投手,カナ・アナベラル,2025THBIG,ok,right,right,true,pitcher,1,1,1,1,2,true,,1,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""2*"", ""2*"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2/3"", ""3*"", ""3*"", ""3"", ""4P3"", ""4"", ""4"", ""4"", ""5""]",,68,,,
